nodes clusters
0       4
560	4
561	2
562	7
563	7
564	1
565	3
566	3
567	7
568	7
569	3
570	3
571	1
572	7
573	3
574	7
575	7
576	7
577	2
578	2
579	6
580	8
581	7
582	2
583	2
584	7
585	7
586	1
587	1
588	0
589	2
590	0
591	2
592	6
593	7
594	2
595	4
596	4
597	4
598	2
599	1
600	7
601	2
602	3
603	5
604	1
605	7
606	4
607	2
608	3
609	0
610	1
611	7
612	2
613	4
614	4
615	2
616	4
617	6
618	6
619	1
620	2
621	7
622	1
623	7
624	4
625	1
626	2
627	2
628	5
629	4
630	1
631	1
632	5
633	9
634	1
635	1
636	1
637	1
638	2
639	1
640	6
641	4
642	2
643	2
644	6
645	5
646	1
647	2
648	10
649	3
650	4
651	4
652	2
653	11
654	2
655	0
656	7
657	6
658	12
659	5
660	13
661	3
662	6
663	2
664	7
665	1
666	3
667	2
668	5
669	4
670	14
671	2
672	3
673	4
674	3
675	15
676	6
677	2
678	2
679	2
680	5
681	7
682	7
683	1
684	16
685	1
686	0
687	6
688	7
689	7
690	2
691	17
692	7
693	2
694	7
695	4
696	4
697	5
698	1
699	3
700	3
701	2
702	2
703	18
704	2
705	7
706	7
707	3
708	6
709	6
710	2
711	19
712	1
713	2
714	7
715	2
716	1
717	1
718	1
719	5
720	3
721	0
722	0
723	2
724	0
725	0
726	4
727	2
728	2
729	3
730	2
731	20
732	21
733	2
734	5
735	6
736	2
737	1
738	1
739	4
740	3
741	5
742	4
743	1
744	22
745	4
746	23
747	2
748	2
749	7
750	1
751	7
752	2
753	0
754	3
755	1
756	4
757	0
758	4
759	4
760	6
761	5
762	1
763	1
764	4
765	3
766	2
767	2
768	6
769	2
770	6
771	2
772	24
773	2
774	1
775	4
776	7
777	2
778	3
779	4
780	2
781	4
782	5
783	2
784	1
785	0
786	4
787	2
788	1
789	7
790	7
791	7
792	2
793	4
794	6
795	0
796	2
797	7
798	25
799	2
800	2
801	7
802	7
803	1
804	3
805	3
806	1
807	1
808	26
809	1
810	4
811	7
812	1
813	7
814	7
815	1
816	0
817	7
818	2
819	6
820	7
821	2
822	7
823	3
824	7
825	2
826	1
827	3
828	2
829	7
830	3
831	2
832	1
833	3
834	2
835	7
836	7
837	2
838	6
839	5
840	7
841	5
842	1
843	7
844	3
845	1
846	7
847	0
848	7
849	1
850	2
851	7
852	7
853	2
854	1
855	2
856	3
857	4
858	2
859	1
860	0
861	7
862	2
863	1
864	1
865	1
866	1
867	2
868	5
869	5
870	7
871	7
872	4
873	7
874	7
875	0
876	1
877	2
878	0
879	1
880	1
881	0
882	4
883	0
884	1
885	2
886	1
887	2
888	1
889	2
890	2
891	2
892	0
893	3
894	2
895	0
896	2
897	0
898	1
899	1
900	0
901	1
902	1
903	7
904	5
905	4
906	2
907	7
908	7
909	7
910	7
911	2
912	3
913	3
914	0
915	0
916	5
917	7
918	7
919	0
920	4
921	1
922	3
923	2
924	1
925	0
926	1
927	1
928	1
929	6
930	1
931	1
932	2
933	6
934	2
935	6
936	7
937	6
938	7
939	7
940	7
941	2
942	4
943	5
944	2
945	2
946	4
947	5
948	5
949	1
950	3
951	3
952	2
953	0
954	2
955	7
956	3
957	3
958	2
959	5
960	5
961	5
962	2
963	1
964	0
965	7
966	2
967	3
968	2
969	2
970	7
971	3
972	3
973	3
974	7
975	3
976	0
977	1
978	0
979	4
980	0
981	0
982	1
983	0
984	2
985	5
986	0
987	0
988	1
989	2
990	1
991	1
992	7
993	1
994	1
995	1
996	3
997	0
998	7
999	2
1000	7
1001	1
1002	4
1003	2
1004	1
